mission_id,title,revenue_generated,evidence_type,evidence_ref,settlement_status,rationale
697bcf718845734d477a0376,RealWorldCerts.com Domain Restoration - Priority Alpha,0,,,not_sent,absent_hard_bound_evidence
697bcf718845734d477a0377,RealWorldCerts.com SSL Certificate Provisioning,0,,,not_sent,absent_hard_bound_evidence
697bcf718845734d477a0378,RealWorldCerts.com Content Migration & Deployment,0,,,not_sent,absent_hard_bound_evidence
697bcf718845734d477a0379,RealWorldCerts.com Payment Gateway Integration,0,,,not_sent,absent_hard_bound_evidence
697bcf718845734d477a037a,RealWorldCerts.com SEO & Traffic Restoration,0,,,not_sent,absent_hard_bound_evidence
6978be681ffca0df904abb6b,Untitled Mission 16,0,,,not_sent,absent_hard_bound_evidence
6978be681ffca0df904abb6a,Untitled Mission 15,0,,,not_sent,absent_hard_bound_evidence
6978be681ffca0df904abb69,Untitled Mission 14,0,,,not_sent,absent_hard_bound_evidence
6978be681ffca0df904abb68,Untitled Mission 13,0,,,not_sent,absent_hard_bound_evidence
6978be681ffca0df904abb67,Untitled Mission 12,0,,,not_sent,absent_hard_bound_evidence
6978be681ffca0df904abb66,Untitled Mission 11,0,,,not_sent,absent_hard_bound_evidence
6978be681ffca0df904abb65,Untitled Mission 10,0,,,not_sent,absent_hard_bound_evidence
6978be681ffca0df904abb64,Untitled Mission 9,0,,,not_sent,absent_hard_bound_evidence
6978be681ffca0df904abb63,Untitled Mission 8,0,,,not_sent,absent_hard_bound_evidence
6978be681ffca0df904abb62,Untitled Mission 7,0,,,not_sent,absent_hard_bound_evidence
6978be681ffca0df904abb61,Untitled Mission 6,0,,,not_sent,absent_hard_bound_evidence
6978be681ffca0df904abb60,Untitled Mission 5,0,,,not_sent,absent_hard_bound_evidence
6978be681ffca0df904abb5f,Untitled Mission 4,0,,,not_sent,absent_hard_bound_evidence
6978be681ffca0df904abb5e,Untitled Mission 3,0,,,not_sent,absent_hard_bound_evidence
6978be681ffca0df904abb5d,Untitled Mission 2,0,,,not_sent,absent_hard_bound_evidence
6978be681ffca0df904abb5c,Untitled Mission 1,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81a5,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81a6,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81a7,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81bd,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81b6,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81b7,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81a8,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81a9,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81b5,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81ae,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81ba,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81ab,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81b0,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81b9,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81bc,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81be,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81bf,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81c0,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81b1,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81b4,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81aa,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81bb,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81af,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81b2,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81b3,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81b8,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81ac,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81ad,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8197,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8198,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b819c,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b819f,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81a1,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81a2,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b819d,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81a0,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81a3,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b81a4,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8199,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b819b,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b819a,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b819e,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8196,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8195,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8187,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8174,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b817c,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8193,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8175,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b817a,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b817b,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b818c,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b818e,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b818f,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8185,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8188,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8172,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b818d,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8184,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8190,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8182,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8183,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8186,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8177,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b818a,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b818b,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8192,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8178,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b817e,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8180,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8191,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b816e,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8170,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8171,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
69779eb13aac4fd5169b8176,Untitled Mission,0,,,not_sent,absent_hard_bound_evidence
